section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M x RowsPerLane,M1 L16 R1 sg32 dec0 hfp16 xglob,1,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,215.781,210.590,212.709,97.63,0.4066,0.2083,0.6187,0.61871,0.6210,0.719,74.020,217.866,0.563
M x RowsPerLane,M1 L16 R2 sg32 dec0 hfp16 xglob,1,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,169.426,206.084,179.310,82.30,0.5178,0.2129,0.7340,0.73395,0.7363,0.479,91.060,217.866,0.563
M x RowsPerLane,M1 L16 R4 sg32 dec0 hfp16 xglob,1,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,172.118,182.905,182.386,83.71,0.5097,0.2398,0.7216,0.72157,0.7248,1.375,90.600,217.866,0.563
M x RowsPerLane,M1 L16 R8 sg32 dec0 hfp16 xglob,1,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,136.262,142.990,138.596,63.62,0.6439,0.3068,0.9496,0.94956,0.9536,1.329,129.320,217.866,0.563
M x RowsPerLane,M1 L16 R16 sg32 dec0 hfp16 xglob,1,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,84.597,57.992,73.851,33.90,1.0371,0.7565,1.7820,1.78202,1.7887,1.479,251.240,217.866,0.563
M x RowsPerLane,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,224.291,217.361,222.594,102.17,0.3912,0.2018,0.5912,0.59123,0.5949,1.348,111.420,217.866,0.563
M x RowsPerLane,M1 L32 R2 sg32 dec0 hfp16 xglob,1,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,200.202,197.517,199.170,91.42,0.4382,0.2221,0.6608,0.66077,0.6642,1.365,101.680,217.866,0.563
M x RowsPerLane,M1 L32 R4 sg32 dec0 hfp16 xglob,1,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,192.363,200.563,194.132,89.11,0.4561,0.2187,0.6779,0.67791,0.6813,1.342,99.660,217.866,0.563
M x RowsPerLane,M1 L32 R8 sg32 dec0 hfp16 xglob,1,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,162.586,168.404,165.458,75.95,0.5396,0.2605,0.7954,0.79539,0.7991,1.969,83.320,217.866,0.563
M x RowsPerLane,M1 L32 R16 sg32 dec0 hfp16 xglob,1,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,92.399,83.101,88.852,40.78,0.9495,0.5279,1.4812,1.48116,1.4866,1.363,195.200,217.866,0.563
M x RowsPerLane,M1 L64 R1 sg32 dec0 hfp16 xglob,1,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,225.280,192.564,215.903,99.10,0.3895,0.2278,0.6096,0.60955,0.6128,1.583,79.980,217.866,0.563
M x RowsPerLane,M1 L64 R2 sg32 dec0 hfp16 xglob,1,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,204.543,180.966,198.198,90.97,0.4289,0.2424,0.6640,0.66401,0.6675,1.373,99.860,217.866,0.563
M x RowsPerLane,M1 L64 R4 sg32 dec0 hfp16 xglob,1,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,182.871,174.966,184.974,84.90,0.4798,0.2507,0.7115,0.71147,0.7156,1.360,133.440,217.866,0.563
M x RowsPerLane,M1 L64 R8 sg32 dec0 hfp16 xglob,1,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,178.828,159.975,172.578,79.21,0.4906,0.2742,0.7626,0.76258,0.7658,1.354,91.020,217.866,0.563
M x RowsPerLane,M1 L64 R16 sg32 dec0 hfp16 xglob,1,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,94.323,80.562,88.977,40.84,0.9302,0.5445,1.4791,1.47909,1.4842,1.560,170.780,217.866,0.563
M x RowsPerLane,M2 L16 R1 sg32 dec0 hfp16 xglob,2,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,192.923,188.862,194.651,89.34,0.4548,0.2323,0.6761,0.33805,0.6795,1.360,96.260,217.866,0.563
M x RowsPerLane,M2 L16 R2 sg32 dec0 hfp16 xglob,2,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,186.809,183.350,186.851,85.76,0.4697,0.2393,0.7043,0.35216,0.7087,1.790,121.840,217.866,0.563
M x RowsPerLane,M2 L16 R4 sg32 dec0 hfp16 xglob,2,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,148.956,176.749,157.944,72.50,0.5890,0.2482,0.8332,0.41662,0.8373,0.938,150.300,217.866,0.563
M x RowsPerLane,M2 L16 R8 sg32 dec0 hfp16 xglob,2,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,105.048,194.484,122.398,56.18,0.8352,0.2256,1.0752,0.53761,1.0795,1.340,139.820,217.866,0.563
M x RowsPerLane,M2 L16 R16 sg32 dec0 hfp16 xglob,2,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,78.193,72.072,76.162,34.96,1.1221,0.6087,1.7279,0.86397,1.7341,1.350,229.180,217.866,0.563
M x RowsPerLane,M2 L32 R1 sg32 dec0 hfp16 xglob,2,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,193.364,180.867,201.281,92.39,0.4537,0.2425,0.6538,0.32692,0.6584,1.360,152.420,217.866,0.563
M x RowsPerLane,M2 L32 R2 sg32 dec0 hfp16 xglob,2,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,197.780,164.674,187.269,85.96,0.4436,0.2664,0.7028,0.35138,0.7100,1.938,257.040,217.866,0.563
M x RowsPerLane,M2 L32 R4 sg32 dec0 hfp16 xglob,2,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.455,148.642,153.780,70.58,0.5572,0.2951,0.8558,0.42790,0.8596,1.367,116.420,217.866,0.563
M x RowsPerLane,M2 L32 R8 sg32 dec0 hfp16 xglob,2,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,108.579,186.418,124.878,57.32,0.8080,0.2353,1.0539,0.52693,1.0577,1.356,118.420,217.866,0.563
M x RowsPerLane,M2 L32 R16 sg32 dec0 hfp16 xglob,2,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,81.832,98.100,85.678,39.33,1.0721,0.4472,1.5360,0.76802,1.5412,1.460,175.200,217.866,0.563
M x RowsPerLane,M2 L64 R1 sg32 dec0 hfp16 xglob,2,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,178.246,159.810,180.333,82.77,0.4922,0.2745,0.7298,0.36489,0.7333,1.346,105.820,217.866,0.563
M x RowsPerLane,M2 L64 R2 sg32 dec0 hfp16 xglob,2,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,181.038,143.342,168.936,77.54,0.4846,0.3060,0.7790,0.38951,0.7826,1.944,80.600,217.866,0.563
M x RowsPerLane,M2 L64 R4 sg32 dec0 hfp16 xglob,2,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,151.133,151.172,150.749,69.19,0.5805,0.2902,0.8730,0.43650,0.8763,0.915,115.880,217.866,0.563
M x RowsPerLane,M2 L64 R8 sg32 dec0 hfp16 xglob,2,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,100.424,167.414,115.115,52.84,0.8737,0.2620,1.1432,0.57162,1.1472,1.992,92.280,217.866,0.563
M x RowsPerLane,M2 L64 R16 sg32 dec0 hfp16 xglob,2,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,80.732,88.999,83.401,38.28,1.0868,0.4929,1.5780,0.78899,1.5831,1.352,183.080,217.866,0.563
M x RowsPerLane,M3 L16 R1 sg32 dec0 hfp16 xglob,3,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,193.416,129.582,178.244,81.81,0.4536,0.3385,0.7383,0.24611,0.7420,1.390,107.300,217.866,0.563
M x RowsPerLane,M3 L16 R2 sg32 dec0 hfp16 xglob,3,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,173.412,154.571,171.352,78.65,0.5059,0.2838,0.7680,0.25601,0.7714,1.571,84.440,217.866,0.563
M x RowsPerLane,M3 L16 R4 sg32 dec0 hfp16 xglob,3,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.816,147.793,154.024,70.70,0.5741,0.2968,0.8544,0.28481,0.8583,1.302,122.800,217.866,0.563
M x RowsPerLane,M3 L16 R8 sg32 dec0 hfp16 xglob,3,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,94.486,177.866,110.621,50.77,0.9286,0.2466,1.1897,0.39656,1.1943,1.925,130.760,217.866,0.563
M x RowsPerLane,M3 L16 R16 sg32 dec0 hfp16 xglob,3,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,46.362,62.189,50.387,23.13,1.8924,0.7054,2.6119,0.87063,2.6192,1.727,266.220,217.866,0.563
M x RowsPerLane,M3 L32 R1 sg32 dec0 hfp16 xglob,3,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,192.072,125.306,177.690,81.56,0.4568,0.3501,0.7406,0.24688,0.7439,1.142,99.860,217.866,0.563
M x RowsPerLane,M3 L32 R2 sg32 dec0 hfp16 xglob,3,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,181.825,144.098,172.502,79.18,0.4825,0.3044,0.7629,0.25430,0.7661,1.123,96.920,217.866,0.563
M x RowsPerLane,M3 L32 R4 sg32 dec0 hfp16 xglob,3,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.709,126.711,146.658,67.32,0.5528,0.3462,0.8974,0.29912,0.9012,1.363,118.100,217.866,0.563
M x RowsPerLane,M3 L32 R8 sg32 dec0 hfp16 xglob,3,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,99.575,169.441,114.708,52.65,0.8811,0.2589,1.1473,0.38243,1.1509,1.150,117.860,217.866,0.563
M x RowsPerLane,M3 L32 R16 sg32 dec0 hfp16 xglob,3,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,51.770,85.504,58.578,26.89,1.6947,0.5131,2.2467,0.74888,2.2527,1.140,236.260,217.866,0.563
M x RowsPerLane,M3 L64 R1 sg32 dec0 hfp16 xglob,3,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,162.624,104.245,142.349,65.34,0.5395,0.4208,0.9245,0.30817,0.9277,1.665,73.420,217.866,0.563
M x RowsPerLane,M3 L64 R2 sg32 dec0 hfp16 xglob,3,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,159.983,123.634,150.407,69.04,0.5484,0.3548,0.8750,0.29166,0.8833,1.075,347.900,217.866,0.563
M x RowsPerLane,M3 L64 R4 sg32 dec0 hfp16 xglob,3,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,138.170,126.302,135.230,62.07,0.6350,0.3473,0.9732,0.32440,0.9768,1.121,120.400,217.866,0.563
M x RowsPerLane,M3 L64 R8 sg32 dec0 hfp16 xglob,3,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,86.570,148.199,98.791,45.34,1.0135,0.2960,1.3322,0.44405,1.3365,1.121,153.520,217.866,0.563
M x RowsPerLane,M3 L64 R16 sg32 dec0 hfp16 xglob,3,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,52.017,76.830,58.295,26.76,1.6867,0.5710,2.2576,0.75252,2.2637,1.227,234.440,217.866,0.563
M x RowsPerLane,M4 L16 R1 sg32 dec0 hfp16 xglob,4,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,160.807,115.661,153.806,70.60,0.5456,0.3793,0.8557,0.21391,0.8590,1.121,105.120,217.866,0.563
M x RowsPerLane,M4 L16 R2 sg32 dec0 hfp16 xglob,4,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,159.004,131.841,152.965,70.21,0.5518,0.3327,0.8604,0.21509,0.8637,1.123,107.600,217.866,0.563
M x RowsPerLane,M4 L16 R4 sg32 dec0 hfp16 xglob,4,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,124.028,133.564,124.625,57.20,0.7074,0.3284,1.0560,0.26400,1.0601,1.094,145.300,217.866,0.563
M x RowsPerLane,M4 L16 R8 sg32 dec0 hfp16 xglob,4,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,82.244,163.377,97.875,44.92,1.0668,0.2685,1.3446,0.33615,1.3489,1.165,150.180,217.866,0.563
M x RowsPerLane,M4 L16 R16 sg32 dec0 hfp16 xglob,4,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,27.164,74.179,33.754,15.49,3.2299,0.5914,3.8989,0.97473,3.9085,1.217,400.620,217.866,0.563
M x RowsPerLane,M4 L32 R1 sg32 dec0 hfp16 xglob,4,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.614,106.962,145.844,66.94,0.5567,0.4101,0.9024,0.22559,0.9059,1.125,117.040,217.866,0.563
M x RowsPerLane,M4 L32 R2 sg32 dec0 hfp16 xglob,4,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,160.917,121.064,148.688,68.25,0.5452,0.3624,0.8851,0.22128,0.8889,1.117,129.380,217.866,0.563
M x RowsPerLane,M4 L32 R4 sg32 dec0 hfp16 xglob,4,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,111.835,158.013,120.674,55.39,0.7845,0.2776,1.0906,0.27264,1.0938,0.775,115.600,217.866,0.563
M x RowsPerLane,M4 L32 R8 sg32 dec0 hfp16 xglob,4,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,84.322,144.441,96.724,44.40,1.0405,0.3037,1.3606,0.34015,1.3650,1.100,155.500,217.866,0.563
M x RowsPerLane,M4 L32 R16 sg32 dec0 hfp16 xglob,4,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,30.859,96.585,39.124,17.96,2.8431,0.4542,3.3638,0.84095,3.3725,1.621,340.980,217.866,0.563
M x RowsPerLane,M4 L64 R1 sg32 dec0 hfp16 xglob,4,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,135.621,87.021,117.837,54.09,0.6469,0.5041,1.1168,0.27921,1.1206,1.125,127.460,217.866,0.563
M x RowsPerLane,M4 L64 R2 sg32 dec0 hfp16 xglob,4,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,139.914,104.959,127.178,58.37,0.6271,0.4180,1.0348,0.25870,1.0385,1.071,126.200,217.866,0.563
M x RowsPerLane,M4 L64 R4 sg32 dec0 hfp16 xglob,4,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,84.891,140.590,96.179,44.15,1.0335,0.3120,1.3683,0.34208,1.3727,1.115,155.160,217.866,0.563
M x RowsPerLane,M4 L64 R8 sg32 dec0 hfp16 xglob,4,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,71.069,115.482,80.066,36.75,1.2345,0.3799,1.6437,0.41092,1.6485,1.296,170.000,217.866,0.563
M x RowsPerLane,M4 L64 R16 sg32 dec0 hfp16 xglob,4,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,31.066,78.606,39.493,18.13,2.8242,0.5581,3.3323,0.83308,3.3408,1.131,353.040,217.866,0.563
M x RowsPerLane,M5 L16 R1 sg32 dec0 hfp16 xglob,5,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.634,101.615,141.740,65.06,0.5637,0.4317,0.9285,0.18570,0.9319,1.277,99.980,217.866,0.563
M x RowsPerLane,M5 L16 R2 sg32 dec0 hfp16 xglob,5,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,141.073,123.480,138.511,63.58,0.6219,0.3553,0.9501,0.19003,0.9544,0.825,163.020,217.866,0.563
M x RowsPerLane,M5 L16 R4 sg32 dec0 hfp16 xglob,5,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,109.297,155.046,117.367,53.87,0.8027,0.2829,1.1213,0.22426,1.1252,1.094,134.660,217.866,0.563
M x RowsPerLane,M5 L16 R8 sg32 dec0 hfp16 xglob,5,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,49.616,138.156,62.447,28.66,1.7683,0.3175,2.1075,0.42149,2.1136,1.154,240.880,217.866,0.563
M x RowsPerLane,M5 L16 R16 sg32 dec0 hfp16 xglob,5,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,13.950,59.228,18.596,8.54,6.2895,0.7407,7.0770,1.41540,7.0936,1.596,721.300,217.866,0.563
M x RowsPerLane,M5 L32 R1 sg32 dec0 hfp16 xglob,5,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,153.740,89.866,127.758,58.64,0.5707,0.4882,1.0301,0.20602,1.0350,1.108,180.920,217.866,0.563
