section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M x RowsPerLane,M1 L16 R1 sg32 dec0 hfp16 xglob,1,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,213.511,208.183,209.802,96.32,0.4109,0.2107,0.6273,0.62728,0.6299,0.879,82.320,217.820,0.547
M x RowsPerLane,M1 L16 R2 sg32 dec0 hfp16 xglob,1,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,162.100,192.133,174.007,79.89,0.5412,0.2283,0.7563,0.75632,0.7603,1.394,126.120,217.820,0.547
M x RowsPerLane,M1 L16 R4 sg32 dec0 hfp16 xglob,1,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,165.772,173.459,171.444,78.71,0.5293,0.2529,0.7676,0.76763,0.7708,1.233,94.960,217.820,0.547
M x RowsPerLane,M1 L16 R8 sg32 dec0 hfp16 xglob,1,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,136.066,137.498,137.213,62.99,0.6448,0.3190,0.9591,0.95912,0.9626,1.079,115.780,217.820,0.547
M x RowsPerLane,M1 L16 R16 sg32 dec0 hfp16 xglob,1,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,83.255,57.556,72.147,33.12,1.0538,0.7622,1.8241,1.82412,1.8313,1.431,274.600,217.820,0.547
M x RowsPerLane,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,223.741,217.847,220.872,101.40,0.3921,0.2014,0.5958,0.59584,0.5985,1.485,57.340,217.820,0.547
M x RowsPerLane,M1 L32 R2 sg32 dec0 hfp16 xglob,1,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,199.415,195.906,195.709,89.85,0.4400,0.2239,0.6725,0.67245,0.6749,0.600,90.400,217.820,0.547
M x RowsPerLane,M1 L32 R4 sg32 dec0 hfp16 xglob,1,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,184.032,190.500,189.256,86.89,0.4767,0.2303,0.6954,0.69538,0.6984,1.242,86.600,217.820,0.547
M x RowsPerLane,M1 L32 R8 sg32 dec0 hfp16 xglob,1,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,161.346,166.873,162.514,74.61,0.5438,0.2629,0.8098,0.80980,0.8129,0.623,119.580,217.820,0.547
M x RowsPerLane,M1 L32 R16 sg32 dec0 hfp16 xglob,1,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,92.440,83.266,88.424,40.59,0.9491,0.5268,1.4883,1.48833,1.4939,1.331,201.500,217.820,0.547
M x RowsPerLane,M1 L64 R1 sg32 dec0 hfp16 xglob,1,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,225.374,193.067,212.862,97.72,0.3893,0.2272,0.6183,0.61826,0.6211,1.046,86.840,217.820,0.547
M x RowsPerLane,M1 L64 R2 sg32 dec0 hfp16 xglob,1,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,205.551,178.756,195.218,89.62,0.4268,0.2454,0.6741,0.67414,0.6772,2.858,7.460,217.820,0.547
M x RowsPerLane,M1 L64 R4 sg32 dec0 hfp16 xglob,1,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,184.961,172.653,179.804,82.55,0.4744,0.2541,0.7319,0.73193,0.7350,1.488,77.080,217.820,0.547
M x RowsPerLane,M1 L64 R8 sg32 dec0 hfp16 xglob,1,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,178.900,157.154,170.640,78.34,0.4904,0.2791,0.7712,0.77124,0.7735,0.519,83.700,217.820,0.547
M x RowsPerLane,M1 L64 R16 sg32 dec0 hfp16 xglob,1,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,89.589,75.606,88.091,40.44,0.9793,0.5802,1.4940,1.49397,1.4982,0.835,161.040,217.820,0.547
M x RowsPerLane,M2 L16 R1 sg32 dec0 hfp16 xglob,2,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,195.689,188.896,191.562,87.94,0.4483,0.2322,0.6870,0.34350,0.6901,1.104,93.700,217.820,0.547
M x RowsPerLane,M2 L16 R2 sg32 dec0 hfp16 xglob,2,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,179.792,171.990,179.098,82.22,0.4880,0.2551,0.7348,0.36741,0.7380,1.054,101.220,217.820,0.547
M x RowsPerLane,M2 L16 R4 sg32 dec0 hfp16 xglob,2,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,143.258,168.448,150.705,69.19,0.6124,0.2604,0.8733,0.43663,0.8771,1.594,108.180,217.820,0.547
M x RowsPerLane,M2 L16 R8 sg32 dec0 hfp16 xglob,2,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,100.684,189.787,117.268,53.84,0.8714,0.2311,1.1223,0.56113,1.1266,1.331,146.660,217.820,0.547
M x RowsPerLane,M2 L16 R16 sg32 dec0 hfp16 xglob,2,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,73.508,67.217,74.443,34.18,1.1936,0.6526,1.7679,0.88393,1.7727,1.169,175.860,217.820,0.547
M x RowsPerLane,M2 L32 R1 sg32 dec0 hfp16 xglob,2,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,184.280,165.401,196.009,89.99,0.4761,0.2652,0.6714,0.33571,0.6744,1.119,87.700,217.820,0.547
M x RowsPerLane,M2 L32 R2 sg32 dec0 hfp16 xglob,2,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,195.212,149.149,188.387,86.49,0.4494,0.2941,0.6986,0.34929,0.7022,1.565,96.920,217.820,0.547
M x RowsPerLane,M2 L32 R4 sg32 dec0 hfp16 xglob,2,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,156.283,139.765,154.930,71.13,0.5614,0.3139,0.8494,0.42472,0.8527,1.056,105.440,217.820,0.547
M x RowsPerLane,M2 L32 R8 sg32 dec0 hfp16 xglob,2,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,107.505,182.731,123.681,56.78,0.8161,0.2401,1.0641,0.53203,1.0682,1.092,147.100,217.820,0.547
M x RowsPerLane,M2 L32 R16 sg32 dec0 hfp16 xglob,2,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,79.885,95.023,83.846,38.49,1.0983,0.4617,1.5696,0.78480,1.5747,1.113,192.420,217.820,0.547
M x RowsPerLane,M2 L64 R1 sg32 dec0 hfp16 xglob,2,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,171.452,152.400,174.352,80.04,0.5117,0.2878,0.7548,0.37741,0.7578,1.092,90.500,217.820,0.547
M x RowsPerLane,M2 L64 R2 sg32 dec0 hfp16 xglob,2,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,174.449,136.714,163.495,75.06,0.5029,0.3209,0.8049,0.40247,0.8079,1.081,88.840,217.820,0.547
M x RowsPerLane,M2 L64 R4 sg32 dec0 hfp16 xglob,2,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,146.967,146.555,147.689,67.80,0.5970,0.2993,0.8911,0.44555,0.8946,2.388,52.840,217.820,0.547
M x RowsPerLane,M2 L64 R8 sg32 dec0 hfp16 xglob,2,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,97.460,162.952,111.636,51.25,0.9002,0.2692,1.1789,0.58944,1.1828,1.177,132.800,217.820,0.547
M x RowsPerLane,M2 L64 R16 sg32 dec0 hfp16 xglob,2,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,78.100,85.991,85.825,39.40,1.1234,0.5101,1.5334,0.76670,1.5381,1.531,152.080,217.820,0.547
M x RowsPerLane,M3 L16 R1 sg32 dec0 hfp16 xglob,3,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,186.023,122.447,171.286,78.64,0.4716,0.3583,0.7683,0.25611,0.7725,1.221,139.980,217.820,0.547
M x RowsPerLane,M3 L16 R2 sg32 dec0 hfp16 xglob,3,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.806,148.349,166.766,76.56,0.5228,0.2957,0.7892,0.26305,0.7923,1.340,88.980,217.820,0.547
M x RowsPerLane,M3 L16 R4 sg32 dec0 hfp16 xglob,3,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,148.325,142.078,149.999,68.86,0.5915,0.3088,0.8774,0.29246,0.8809,1.083,115.760,217.820,0.547
M x RowsPerLane,M3 L16 R8 sg32 dec0 hfp16 xglob,3,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,93.283,174.043,109.097,50.09,0.9405,0.2521,1.2063,0.40210,1.2106,1.092,154.300,217.820,0.547
M x RowsPerLane,M3 L16 R16 sg32 dec0 hfp16 xglob,3,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,44.209,59.928,48.137,22.10,1.9846,0.7320,2.7340,0.91132,2.7410,1.275,279.020,217.820,0.547
M x RowsPerLane,M3 L32 R1 sg32 dec0 hfp16 xglob,3,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,181.452,112.312,168.571,77.39,0.4835,0.3906,0.7807,0.26024,0.7845,1.635,103.880,217.820,0.547
M x RowsPerLane,M3 L32 R2 sg32 dec0 hfp16 xglob,3,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,169.539,130.219,163.959,75.27,0.5175,0.3369,0.8027,0.26756,0.8066,1.990,93.720,217.820,0.547
M x RowsPerLane,M3 L32 R4 sg32 dec0 hfp16 xglob,3,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.376,121.862,139.527,64.06,0.5758,0.3600,0.9432,0.31441,0.9472,2.544,67.460,217.820,0.547
M x RowsPerLane,M3 L32 R8 sg32 dec0 hfp16 xglob,3,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,97.393,165.175,111.430,51.16,0.9008,0.2656,1.1810,0.39368,1.1860,1.150,181.620,217.820,0.547
M x RowsPerLane,M3 L32 R16 sg32 dec0 hfp16 xglob,3,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,49.921,83.309,56.876,26.11,1.7575,0.5266,2.3139,0.77129,2.3221,1.658,313.660,217.820,0.547
M x RowsPerLane,M3 L64 R1 sg32 dec0 hfp16 xglob,3,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.587,100.550,135.894,62.39,0.5639,0.4363,0.9684,0.32281,0.9720,1.092,120.880,217.820,0.547
M x RowsPerLane,M3 L64 R2 sg32 dec0 hfp16 xglob,3,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,154.268,118.750,145.303,66.71,0.5687,0.3694,0.9057,0.30191,0.9096,1.092,132.680,217.820,0.547
M x RowsPerLane,M3 L64 R4 sg32 dec0 hfp16 xglob,3,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,134.492,121.616,131.429,60.34,0.6524,0.3607,1.0013,0.33378,1.0052,1.746,103.060,217.820,0.547
M x RowsPerLane,M3 L64 R8 sg32 dec0 hfp16 xglob,3,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,83.386,142.116,95.894,44.02,1.0522,0.3087,1.3724,0.45746,1.3821,1.379,397.720,217.820,0.547
M x RowsPerLane,M3 L64 R16 sg32 dec0 hfp16 xglob,3,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,49.739,73.779,55.623,25.54,1.7639,0.5946,2.3660,0.78866,2.3722,1.092,243.480,217.820,0.547
M x RowsPerLane,M4 L16 R1 sg32 dec0 hfp16 xglob,4,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.431,108.289,145.931,67.00,0.5756,0.4051,0.9018,0.22546,0.9057,1.087,131.340,217.820,0.547
M x RowsPerLane,M4 L16 R2 sg32 dec0 hfp16 xglob,4,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.264,127.112,149.312,68.55,0.5762,0.3451,0.8814,0.22035,0.8848,1.423,93.700,217.820,0.547
M x RowsPerLane,M4 L16 R4 sg32 dec0 hfp16 xglob,4,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,121.828,130.582,123.560,56.73,0.7202,0.3359,1.0651,0.26628,1.0689,1.096,127.200,217.820,0.547
M x RowsPerLane,M4 L16 R8 sg32 dec0 hfp16 xglob,4,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,79.962,155.610,95.869,44.01,1.0972,0.2819,1.3728,0.34319,1.3773,1.090,163.620,217.820,0.547
M x RowsPerLane,M4 L16 R16 sg32 dec0 hfp16 xglob,4,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,26.139,71.100,32.760,15.04,3.3565,0.6170,4.0172,1.00429,4.0270,1.115,418.180,217.820,0.547
M x RowsPerLane,M4 L32 R1 sg32 dec0 hfp16 xglob,4,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,149.052,100.908,138.055,63.38,0.5886,0.4347,0.9533,0.23832,0.9566,1.931,69.000,217.820,0.547
M x RowsPerLane,M4 L32 R2 sg32 dec0 hfp16 xglob,4,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,154.026,115.992,145.899,66.98,0.5696,0.3782,0.9020,0.22551,0.9059,1.190,127.180,217.820,0.547
M x RowsPerLane,M4 L32 R4 sg32 dec0 hfp16 xglob,4,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,102.077,141.279,118.417,54.36,0.8595,0.3105,1.1114,0.27784,1.1149,0.702,134.940,217.820,0.547
M x RowsPerLane,M4 L32 R8 sg32 dec0 hfp16 xglob,4,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,81.734,136.657,93.976,43.14,1.0734,0.3210,1.4004,0.35010,1.4052,1.102,177.540,217.820,0.547
M x RowsPerLane,M4 L32 R16 sg32 dec0 hfp16 xglob,4,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,28.897,90.479,37.663,17.29,3.0361,0.4848,3.4943,0.87358,3.5028,1.617,328.160,217.820,0.547
M x RowsPerLane,M4 L64 R1 sg32 dec0 hfp16 xglob,4,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,120.360,78.873,100.985,46.36,0.7290,0.5562,1.3032,0.32580,1.3076,1.235,150.300,217.820,0.547
M x RowsPerLane,M4 L64 R2 sg32 dec0 hfp16 xglob,4,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,125.785,94.525,116.515,53.49,0.6975,0.4641,1.1295,0.28238,1.1332,1.279,118.060,217.820,0.547
M x RowsPerLane,M4 L64 R4 sg32 dec0 hfp16 xglob,4,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,79.415,130.695,89.260,40.98,1.1048,0.3357,1.4744,0.36860,1.4796,1.665,169.840,217.820,0.547
M x RowsPerLane,M4 L64 R8 sg32 dec0 hfp16 xglob,4,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,65.635,104.218,73.856,33.91,1.3367,0.4209,1.7819,0.44548,1.7877,1.802,193.480,217.820,0.547
M x RowsPerLane,M4 L64 R16 sg32 dec0 hfp16 xglob,4,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,28.900,73.401,36.553,16.78,3.0358,0.5977,3.6003,0.90008,3.6103,1.783,390.860,217.820,0.547
M x RowsPerLane,M5 L16 R1 sg32 dec0 hfp16 xglob,5,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,131.359,84.078,130.268,59.81,0.6679,0.5218,1.0103,0.20205,1.0157,1.262,198.480,217.820,0.547
M x RowsPerLane,M5 L16 R2 sg32 dec0 hfp16 xglob,5,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,127.730,111.687,125.645,57.68,0.6869,0.3928,1.0474,0.20949,1.0517,1.481,133.180,217.820,0.547
M x RowsPerLane,M5 L16 R4 sg32 dec0 hfp16 xglob,5,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,101.200,143.223,111.505,51.19,0.8670,0.3063,1.1803,0.23605,1.1887,2.394,292.400,217.820,0.547
M x RowsPerLane,M5 L16 R8 sg32 dec0 hfp16 xglob,5,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,47.315,127.003,58.218,26.73,1.8543,0.3454,2.2605,0.45211,2.2677,2.352,232.720,217.820,0.547
M x RowsPerLane,M5 L16 R16 sg32 dec0 hfp16 xglob,5,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,12.923,55.262,17.455,8.01,6.7893,0.7938,7.5398,1.50796,7.5578,2.525,741.920,217.820,0.547
M x RowsPerLane,M5 L32 R1 sg32 dec0 hfp16 xglob,5,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,135.333,79.740,117.331,53.87,0.6483,0.5501,1.1216,0.22433,1.1329,1.156,483.880,217.820,0.547
M x RowsPerLane,M5 L32 R2 sg32 dec0 hfp16 xglob,5,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,128.865,102.080,124.454,57.14,0.6808,0.4297,1.0575,0.21149,1.0619,1.919,119.980,217.820,0.547
M x RowsPerLane,M5 L32 R4 sg32 dec0 hfp16 xglob,5,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,91.963,136.056,106.727,49.00,0.9540,0.3224,1.2331,0.24662,1.2387,0.738,231.840,217.820,0.547
M x RowsPerLane,M5 L32 R8 sg32 dec0 hfp16 xglob,5,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,49.943,114.036,64.578,29.65,1.7567,0.3847,2.0379,0.40758,2.0444,1.969,217.900,217.820,0.547
M x RowsPerLane,M5 L32 R16 sg32 dec0 hfp16 xglob,5,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,14.218,71.005,19.065,8.75,6.1709,0.6178,6.9031,1.38061,6.9178,1.146,653.640,217.820,0.547
M x RowsPerLane,M5 L64 R1 sg32 dec0 hfp16 xglob,5,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,124.279,72.898,110.265,50.62,0.7060,0.6018,1.1935,0.23871,1.1971,0.802,131.220,217.820,0.547
M x RowsPerLane,M5 L64 R2 sg32 dec0 hfp16 xglob,5,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,104.935,84.973,108.682,49.90,0.8361,0.5163,1.2109,0.24218,1.2148,1.296,126.460,217.820,0.547
M x RowsPerLane,M5 L64 R4 sg32 dec0 hfp16 xglob,5,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,69.349,108.813,84.045,38.58,1.2651,0.4032,1.5659,0.31317,1.5723,1.319,246.920,217.820,0.547
M x RowsPerLane,M5 L64 R8 sg32 dec0 hfp16 xglob,5,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,43.406,82.561,55.049,25.27,2.0213,0.5313,2.3907,0.47813,2.3964,0.746,239.940,217.820,0.547
M x RowsPerLane,M5 L64 R16 sg32 dec0 hfp16 xglob,5,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,14.276,59.675,18.848,8.65,6.1456,0.7351,6.9823,1.39646,6.9971,0.819,670.840,217.820,0.547
M x RowsPerLane,M6 L16 R1 sg32 dec0 hfp16 xglob,6,16,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,137.284,76.836,118.994,54.63,0.6391,0.5709,1.1060,0.18433,1.1099,1.150,133.520,217.820,0.547
M x RowsPerLane,M6 L16 R2 sg32 dec0 hfp16 xglob,6,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,120.891,102.138,120.432,55.29,0.7257,0.4295,1.0928,0.18213,1.0971,1.577,132.520,217.820,0.547
M x RowsPerLane,M6 L16 R4 sg32 dec0 hfp16 xglob,6,16,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,84.286,109.579,89.168,40.94,1.0409,0.4003,1.4759,0.24599,1.4812,1.752,167.880,217.820,0.547
M x RowsPerLane,M6 L16 R8 sg32 dec0 hfp16 xglob,6,16,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,38.313,106.730,47.055,21.60,2.2900,0.4110,2.7968,0.46614,2.8067,1.296,412.440,217.820,0.547
M x RowsPerLane,M6 L16 R16 sg32 dec0 hfp16 xglob,6,16,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,10.993,51.183,14.492,6.65,7.9813,0.8571,9.0811,1.51351,9.0998,0.665,866.660,217.820,0.547
M x RowsPerLane,M6 L32 R1 sg32 dec0 hfp16 xglob,6,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,132.184,77.198,112.505,51.65,0.6637,0.5683,1.1698,0.19496,1.1738,1.148,140.800,217.820,0.547
M x RowsPerLane,M6 L32 R2 sg32 dec0 hfp16 xglob,6,32,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,127.662,79.683,117.703,54.04,0.6873,0.5505,1.1181,0.18635,1.1220,1.156,132.240,217.820,0.547
M x RowsPerLane,M6 L32 R4 sg32 dec0 hfp16 xglob,6,32,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,75.906,105.287,88.649,40.70,1.1559,0.4167,1.4846,0.24743,1.4887,1.056,147.460,217.820,0.547
M x RowsPerLane,M6 L32 R8 sg32 dec0 hfp16 xglob,6,32,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,36.646,86.845,49.506,22.73,2.3942,0.5051,2.6584,0.44306,2.6645,0.477,273.200,217.820,0.547
M x RowsPerLane,M6 L32 R16 sg32 dec0 hfp16 xglob,6,32,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,11.417,62.984,15.153,6.96,7.6848,0.6965,8.6851,1.44752,8.7039,1.335,837.420,217.820,0.547
M x RowsPerLane,M6 L64 R1 sg32 dec0 hfp16 xglob,6,64,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,96.769,59.946,94.030,43.17,0.9067,0.7318,1.3996,0.23327,1.4041,1.248,154.560,217.820,0.547
M x RowsPerLane,M6 L64 R2 sg32 dec0 hfp16 xglob,6,64,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,89.061,74.110,97.443,44.74,0.9851,0.5919,1.3506,0.22510,1.3549,1.038,155.640,217.820,0.547
M x RowsPerLane,M6 L64 R4 sg32 dec0 hfp16 xglob,6,64,4,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,61.367,93.449,73.327,33.66,1.4297,0.4694,1.7948,0.29913,1.8003,1.340,203.100,217.820,0.547
M x RowsPerLane,M6 L64 R8 sg32 dec0 hfp16 xglob,6,64,8,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,32.723,69.224,42.545,19.53,2.6812,0.6337,3.0933,0.51555,3.1003,0.696,302.780,217.820,0.547
M x RowsPerLane,M6 L64 R16 sg32 dec0 hfp16 xglob,6,64,16,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,11.123,52.923,14.663,6.73,7.8876,0.8289,8.9754,1.49590,8.9939,0.781,850.840,217.820,0.547
M sweep,M1 L32 R1 sg32 dec0 hfp16 xglob,1,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,222.997,213.330,221.918,101.88,0.3934,0.2056,0.5930,0.59303,0.5978,1.615,151.340,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xglob,1,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.463,205.391,177.712,81.59,0.5239,0.2136,0.7405,0.74055,0.7437,1.104,99.500,217.820,0.547
M sweep,M1 L32 R1 sg32 dec0 hfp16 xlds,1,32,1,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,215.766,126.722,190.630,87.52,0.4066,0.3462,0.6904,0.69037,0.6938,1.456,94.180,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xlds,1,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,174.883,210.363,187.057,85.88,0.5017,0.2085,0.7036,0.70355,0.7073,1.533,104.600,217.820,0.547
M sweep,M1 L32 R1 sg32 dec0 hfp16 xldsf16,1,32,1,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,164.680,123.789,173.120,79.48,0.5328,0.3544,0.7602,0.76019,0.7648,1.640,143.680,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xldsf16,1,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,152.590,207.393,172.967,79.41,0.5750,0.2115,0.7609,0.76087,0.7648,1.783,103.840,217.820,0.547
M sweep,M1 L32 R1 sg32 dec0 hfp16 xldsi8,1,32,1,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,214.876,152.235,206.464,94.79,0.4083,0.2882,0.6374,0.63742,0.6410,1.935,80.860,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xldsi8,1,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.291,199.851,169.163,77.66,0.5543,0.2195,0.7780,0.77798,0.7813,1.152,104.060,217.820,0.547
M sweep,M1 L32 R1 sg32 dec0 hfp16 xgf16,1,32,1,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,216.724,214.501,218.751,100.43,0.4048,0.2045,0.6016,0.60162,0.6043,0.900,84.720,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xgf16,1,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,155.605,202.875,173.453,79.63,0.5638,0.2162,0.7587,0.75873,0.7615,0.627,102.760,217.820,0.547
M sweep,M1 L32 R1 sg32 dec0 hfp16 xgi8,1,32,1,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,173.041,96.281,158.717,72.87,0.5070,0.4556,0.8292,0.82918,0.8349,1.100,223.300,217.820,0.547
